City,State,Provider_number,Distinct_Referral_Pairs,Referral_Volume,Total_Num_Referral_Triples_sum
STAR CITY,ARKANSAS,3,10,1767,10
STARBUCK,MINNESOTA,1,1,58,1
STARKE,FLORIDA,21,154,69177,154
STARKVILLE,MISSISSIPPI,56,861,254017,861
STATE CENTER,IOWA,1,1,113,1
STATE COLLEGE,PENNSYLVANIA,258,5326,839706,5326
STATELINE,NEVADA,9,25,1992,25
STATEN ISLAND,NEW YORK,929,36236,5744168,36236
STATESBORO,GEORGIA,96,2901,883522,2901
STATESVILLE,NORTH CAROLINA,184,6008,1287534,6008
STAUNTON,ILLINOIS,9,64,76044,64
STAUNTON,VIRGINIA,48,728,172272,728
STAYTON,OREGON,22,158,35521,158
STCLAIRSVILLE,OHIO,1,1,80,1
STE GENEVIEVE,MISSOURI,17,128,58363,128
STE. GENEVIEVE,MISSOURI,1,1,37,1
STEAMBOAT SPGS,COLORADO,2,2,60,2
STEAMBOAT SPRINGS,COLORADO,67,743,122534,743
STEELE,MISSOURI,4,16,53645,16
STEELE,NORTH DAKOTA,2,4,1637,4
STEELEVILLE,ILLINOIS,3,8,6845,8
STEELTON,PENNSYLVANIA,2,3,411,3
STEELVILLE,MISSOURI,1,2,3447,2
STEPHENS CITY,VIRGINIA,3,6,1557,6
STEPHENSON,MICHIGAN,2,4,7436,4
STEPHENVILLE,TEXAS,28,337,128469,337
STERLING,COLORADO,31,303,90020,303
STERLING,ILLINOIS,68,1968,722201,1968
STERLING,KANSAS,3,9,5833,9
STERLING,MICHIGAN,4,14,9099,14
STERLING,VIRGINIA,27,88,9243,88
STERLING HEIGHTS,MICHIGAN,170,1110,250644,1110
STERLING HTS,MICHIGAN,2,2,136,2
STERLINGTON,LOUISIANA,2,4,261,4
STEUBENVILLE,OHIO,113,3661,1130577,3661
STEVENS POINT,WEST VIRGINIA,1,6,4429,6
STEVENS POINT,WISCONSIN,130,1742,507288,1742
STEVENSON,ALABAMA,3,6,3972,6
STEVENSON,WASHINGTON,3,5,1089,5
STEVENSVILLE,MICHIGAN,9,32,3847,32
STEVENSVILLE,MONTANA,8,12,1039,12
STEWARTVILLE,MINNESOTA,3,6,3266,6
STICKNEY,ILLINOIS,1,1,40,1
STIGLER,OKLAHOMA,17,102,66001,102
STILLWATER,MINNESOTA,97,831,192635,831
STILLWATER,OKLAHOMA,89,2199,574632,2199
STILWELL,OKLAHOMA,14,113,54694,113
STIRLING,NEW JERSEY,2,2,2468,2
STOCKBRIDGE,GEORGIA,183,4062,676562,4062
STOCKBRIDGE,MASSACHUSETTS,1,1,40,1
STOCKDALE,TEXAS,1,3,12151,3
STOCKTON,CALIFORNIA,386,10878,1822829,10878
STOCKTON,ILLINOIS,2,3,266,3
STOCKTON,MISSOURI,3,9,12463,9
STOCKTON SPRINGS,MAINE,1,2,1716,2
STONE HARBOR,NEW JERSEY,4,8,1255,8
STONE MOUNTAIN,GEORGIA,15,20,3351,20
STONE RIDGE,NEW YORK,3,3,222,3
STONEBORO,PENNSYLVANIA,1,1,49,1
STONEHAM,MASSACHUSETTS,81,674,76094,674
STONINGTON,CONNECTICUT,1,1,113,1
STONINGTON,MAINE,4,8,985,8
STONY BROOK,NEW YORK,295,5376,840305,5376
STONY CREEK,VIRGINIA,2,4,12791,4
STONY POINT,NEW YORK,12,74,18801,74
STORM LAKE,IOWA,33,413,104184,413
STORRS,CONNECTICUT,10,25,3088,25
STORRS MANSFIELD,CONNECTICUT,3,3,4855,3
STORY CITY,IOWA,7,27,6437,27
STOUGHTON,MASSACHUSETTS,36,189,34686,189
STOUGHTON,WISCONSIN,18,110,44739,110
STOW,OHIO,21,54,16835,54
STOWE,PENNSYLVANIA,2,2,907,2
STOWE,VERMONT,13,52,25822,52
STOYSTOWN,PENNSYLVANIA,3,12,4894,12
STRAFFORD,MISSOURI,3,6,1167,6
STRASBURG,PENNSYLVANIA,4,10,572,10
STRASBURG,VIRGINIA,4,4,1683,4
STRATFORD,CONNECTICUT,45,332,59451,332
STRATFORD,IOWA,1,2,247,2
STRATFORD,NEW JERSEY,83,820,162316,820
STRATFORD,OKLAHOMA,1,2,2862,2
STRATHAM,NEW HAMPSHIRE,12,36,9432,36
STRAWBERRY POINT,IOWA,2,2,409,2
STREAMWOOD,ILLINOIS,2,3,883,3
STREATOR,ILLINOIS,22,220,78784,220
STREETSBORO,OHIO,10,21,2935,21
STROMSBURG,NEBRASKA,1,2,1601,2
STRONG,MAINE,3,7,9751,7
STRONGSVILLE,OHIO,12,21,1878,21
STROUD,OKLAHOMA,4,14,4833,14
STROUDSBURG,PENNSYLVANIA,25,86,12043,86
STRUTHERS,OHIO,3,4,219,4
STUART,FLORIDA,334,14475,2629769,14475
STUART,IOWA,1,1,457,1
STUART,NEBRASKA,3,11,11124,11
STUART,VIRGINIA,11,70,49212,70
STUARTS DRAFT,VIRGINIA,5,16,1066,16
STUDIO CITY,CALIFORNIA,5,6,578,6
STURBRIDGE,MASSACHUSETTS,8,19,2269,19
STURGEON BAY,WISCONSIN,53,725,192219,725
STURGIS,MICHIGAN,25,191,73741,191
STURGIS,SOUTH DAKOTA,14,132,55013,132
STURTEVANT,WISCONSIN,2,2,112,2
STUTTGART,ARKANSAS,15,169,147160,169
SUCCASUNNA,NEW JERSEY,14,55,4459,55
SUDBURY,MASSACHUSETTS,6,10,918,10
SUFFERN,NEW YORK,120,1279,213983,1279
SUFFIELD,CONNECTICUT,6,21,2213,21
SUFFOLK,VIRGINIA,153,3592,629168,3592
SUGAR LAND,TEXAS,296,4739,1115623,4739
SUGARHILL,GEORGIA,4,4,2426,4
SUGARLAND,TEXAS,1,1,20,1
SUGARLOAF,PENNSYLVANIA,4,7,650,7
SUITLAND,MARYLAND,3,7,2031,7
SULLIGENT,ALABAMA,2,4,4154,4
SULLIVAN,ILLINOIS,2,7,6813,7
SULLIVAN,INDIANA,16,83,34727,83
SULLIVAN,MISSOURI,23,212,93248,212
SULLIVANS ISLAND,SOUTH CAROLINA,2,2,203,2
SULLY,IOWA,1,1,79,1
SULPHUR,LOUISIANA,31,271,107433,271
SULPHUR,OKLAHOMA,9,48,38638,48
SULPHUR SPRINGS,TEXAS,30,312,164238,312
SULTAN,WASHINGTON,1,1,48,1
SUMAS,WASHINGTON,1,1,22,1
SUMMERFIELD,FLORIDA,16,77,15994,77
SUMMERFIELD,NORTH CAROLINA,3,5,762,5
SUMMERSVILLE,WEST VIRGINIA,41,582,130566,582
SUMMERVILLE,GEORGIA,5,7,1090,7
SUMMERVILLE,SOUTH CAROLINA,98,809,207490,809
SUMMIT,ILLINOIS,1,1,469,1
SUMMIT,NEW JERSEY,151,1484,336035,1484
SUMMIT,WISCONSIN,36,265,51750,265
SUMNER,IOWA,4,21,17363,21
SUMNER,MISSISSIPPI,2,4,4915,4
SUMNER,WASHINGTON,8,11,767,11
SUMRALL,MISSISSIPPI,2,5,4815,5
SUMTER,SOUTH CAROLINA,152,5789,1234961,5789
SUMTERVILLE,FLORIDA,9,27,9560,27
SUN CITY,ARIZONA,132,1500,256795,1500
SUN CITY,CALIFORNIA,24,182,34088,182
SUN CITY CENTER,FLORIDA,32,390,116621,390
SUN CITY WEST,ARIZONA,96,1329,169089,1329
SUN LAKES,ARIZONA,6,12,612,12
SUN PRAIRIE,WISCONSIN,25,193,27544,193
SUN VALLEY,CALIFORNIA,14,110,23592,110
SUNBURY,OHIO,3,3,375,3
SUNBURY,PENNSYLVANIA,21,90,24549,90
SUNDANCE,WYOMING,5,11,2441,11
SUNMAN,INDIANA,1,1,65,1
SUNNY ISLES BEACH,FLORIDA,5,11,6267,11
SUNNYSIDE,NEW YORK,4,6,475,6
SUNNYSIDE,WASHINGTON,35,194,63907,194
SUNNYVALE,CALIFORNIA,45,114,14109,114
SUNNYVALE,TEXAS,23,61,12639,61
SUNRISE,FLORIDA,99,562,93754,562
SUNRIVER,OREGON,2,2,54,2
SUNSET BEACH,NORTH CAROLINA,1,1,23,1
SUPERIOR,ARIZONA,1,1,1049,1
SUPERIOR,MONTANA,3,14,13027,14
SUPERIOR,NEBRASKA,8,93,67457,93
SUPERIOR,WISCONSIN,31,202,75346,202
SUPPLY,NORTH CAROLINA,16,111,14685,111
SURF CITY,NORTH CAROLINA,3,5,673,5
SURFSIDE,FLORIDA,1,1,184,1
SURFSIDE BCH,SOUTH CAROLINA,2,2,481,2
SURFSIDE BEACH,SOUTH CAROLINA,15,36,13767,36
SURPRISE,ARIZONA,65,417,133436,417
SUSANVILLE,CALIFORNIA,34,270,70683,270
SUSQUEHANNA,PENNSYLVANIA,10,79,75465,79
SUSSEX,NEW JERSEY,4,9,6290,9
SUTHERLAND,VIRGINIA,2,2,1166,2
SUTHERLIN,OREGON,6,11,1172,11
SUTTER CREEK,CALIFORNIA,1,1,31,1
SUTTON,NEBRASKA,6,21,7882,21
SUTTON,WEST VIRGINIA,2,6,775,6
SUTTONS BAY,MICHIGAN,6,17,5631,17
SUWANEE,GEORGIA,37,64,10756,64
SWAINSBORO,GEORGIA,16,182,99961,182
SWAMPSCOTT,MASSACHUSETTS,14,56,5905,56
SWANSBORO,NORTH CAROLINA,2,2,282,2
SWANSEA,ILLINOIS,26,113,13697,113
SWANSEA,MASSACHUSETTS,12,43,4557,43
SWANSEA,SOUTH CAROLINA,2,2,1187,2
SWANTON,OHIO,3,7,1305,7
SWANTON,VERMONT,3,6,3219,6
SWARTZ CREEK,MICHIGAN,1,1,126,1
SWEDESBORO,NEW JERSEY,2,2,105,2
SWEENY,TEXAS,3,5,3508,5
SWEET HOME,OREGON,6,26,1973,26
SWEETWATER,TENNESSEE,21,288,231081,288
SWEETWATER,TEXAS,19,181,115704,181
SWIFTON,ARKANSAS,1,1,267,1
SWOYERSVILLE,PENNSYLVANIA,2,2,1311,2
SYCAMORE,ILLINOIS,63,993,220148,993
SYCAMORE,OHIO,1,1,58,1
SYCAMORE,SOUTH CAROLINA,1,1,437,1
SYKESVILLE,MARYLAND,4,7,1803,7
SYLACAUGA,ALABAMA,44,764,219816,764
SYLMAR,CALIFORNIA,62,93,18671,93
SYLVA,NORTH CAROLINA,71,1492,415476,1492
SYLVAN LAKE,MICHIGAN,2,2,1476,2
SYLVANIA,GEORGIA,5,27,20564,27
SYLVANIA,OHIO,111,445,104025,445
SYLVESTER,GEORGIA,8,31,14662,31
SYOSSET,NEW YORK,58,527,122127,527
SYRACUSE,INDIANA,5,13,1416,13
SYRACUSE,KANSAS,3,16,6192,16
SYRACUSE,NEBRASKA,6,37,19368,37
SYRACUSE,NEW YORK,1002,29079,3485739,29079
TABOR CITY,NORTH CAROLINA,1,1,16,1
TACOMA,WASHINGTON,977,24908,2790994,24908
TAFT,CALIFORNIA,5,15,1647,15
TAFTON,PENNSYLVANIA,2,5,21085,5
TAHLEQUAH,OKLAHOMA,104,909,216238,909
TAHOKA,TEXAS,4,19,14395,19
TAKOMA PARK,MARYLAND,46,582,78162,582
TALBOTT,TENNESSEE,3,5,8858,5
TALENT,OREGON,2,2,175,2
TALIHINA,OKLAHOMA,27,113,37268,113
TALKEETNA,ALASKA,2,2,1682,2
TALLADEGA,ALABAMA,22,307,128901,307
TALLAHASSEE,FLORIDA,573,22746,2972162,22746
TALLAPOOSA,GEORGIA,1,1,9618,1
TALLASSEE,ALABAMA,18,198,66874,198
TALLMADGE,OHIO,17,52,11546,52
TALLULAH,LOUISIANA,7,50,23489,50
TAMA,IOWA,3,9,15199,9
TAMAQUA,PENNSYLVANIA,16,95,23380,95
TAMARAC,FLORIDA,111,2405,363912,2405
TAMPA,DISTRICT OF COLUMBIA,1,1,39,1
TAMPA,FLORIDA,2213,82464,10696936,82464
TAMUNING,GUAM,58,670,102570,670
TAMWORTH,NEW HAMPSHIRE,3,4,2050,4
TANEYTOWN,MARYLAND,5,9,1199,9
TANNERSVILLE,NEW YORK,3,8,3140,8
TAOS,NEW MEXICO,67,896,167421,896
TAPPAHANNOCK,VIRGINIA,29,339,117410,339
TAPPAN,NEW YORK,3,8,1398,8
TAR HEEL,NORTH CAROLINA,1,1,179,1
TARBORO,NORTH CAROLINA,37,657,208285,657
TARENTUM,PENNSYLVANIA,7,18,1678,18
TARPON SPRINGS,FLORIDA,48,414,138695,414
TARRYTOWN,NEW YORK,16,94,13976,94
TARZANA,CALIFORNIA,175,5013,1019777,5013
TATUM,NEW MEXICO,1,1,265,1
TATUM,TEXAS,2,2,628,2
TAUNTON,MASSACHUSETTS,123,3229,928635,3229
TAVARES,FLORIDA,90,2398,750999,2398
TAVERNIER,FLORIDA,15,85,36549,85
TAWAS CITY,MICHIGAN,32,374,151455,374
TAYLOR,MICHIGAN,74,487,143424,487
TAYLOR,PENNSYLVANIA,2,3,243,3
TAYLOR,TEXAS,19,115,24386,115
TAYLOR MILL,KENTUCKY,4,8,518,8
TAYLORS,SOUTH CAROLINA,2,3,258,3
TAYLORSVILLE,GEORGIA,2,3,94,3
TAYLORSVILLE,KENTUCKY,4,7,3992,7
TAYLORSVILLE,MISSISSIPPI,1,1,172,1
TAYLORSVILLE,NORTH CAROLINA,16,94,24239,94
TAYLORSVILLE,UTAH,5,8,342,8
TAYLORVILLE,ILLINOIS,20,197,123253,197
TAZEWELL,TENNESSEE,17,82,27136,82
TAZEWELL,VIRGINIA,6,51,17410,51
TEAGUE,TEXAS,2,2,166,2
TEANECK,NEW JERSEY,186,4634,967550,4634
TEATICKET,MASSACHUSETTS,2,2,164,2
TECUMSEH,MICHIGAN,25,168,85308,168
TECUMSEH,NEBRASKA,7,54,39709,54
TEECNOSPOS,ARIZONA,3,5,414,5
TEHACHAPI,CALIFORNIA,20,89,19880,89
TEKAMAH,NEBRASKA,1,1,138,1
TELFORD,PENNSYLVANIA,6,28,5486,28
TELL CITY,INDIANA,18,145,43160,145
TELLURIDE,COLORADO,4,7,511,7
TEMECULA,CALIFORNIA,51,196,49166,196
TEMPE,ARIZONA,116,449,75524,449
TEMPERANCE,MICHIGAN,8,9,2199,9
TEMPLE,PENNSYLVANIA,4,8,615,8
TEMPLE,TEXAS,564,22970,4202408,22970
TEMPLE CITY,CALIFORNIA,1,1,677,1
TEMPLE HILLS,MARYLAND,9,19,2961,19
TEMPLE TERRACE,FLORIDA,77,273,97672,273
TEMPLETON,CALIFORNIA,105,2856,546063,2856
TEMPLETON,MASSACHUSETTS,12,120,41069,120
TENAFLY,NEW JERSEY,8,20,1746,20
TENAHA,TEXAS,1,1,78,1
TENINO,WASHINGTON,2,3,2272,3
TENNILLE,GEORGIA,1,1,1187,1
TEQUESTA,FLORIDA,4,7,1247,7
TERRE HAUTE,INDIANA,281,14041,3017453,14041
TERRELL,TEXAS,24,88,16432,88
TERRYTOWN,LOUISIANA,9,20,1069,20
TERRYVILLE,CONNECTICUT,1,1,127,1
TEUTOPOLIS,ILLINOIS,4,14,10385,14
TEWKSBURY,MASSACHUSETTS,33,76,9495,76
TEXARKANA,ARKANSAS,26,944,163077,944
TEXARKANA,TEXAS,266,15753,2467303,15753
TEXAS CITY,TEXAS,59,1238,293873,1238
THAYER,MISSOURI,3,3,145,3
THAYNE,WYOMING,8,21,6677,21
THE COLONY,TEXAS,3,3,139,3
THE DALLES,OREGON,90,1388,309032,1388
THE VILLAGES,FLORIDA,98,1744,412639,1744
THE WOODLANDS,TEXAS,190,2683,426783,2683
THERMAL,CALIFORNIA,1,1,103,1
THERMOPOLIS,WYOMING,10,88,86932,88
THIBODAUX,LOUISIANA,119,4452,1296407,4452
THIEF RIVER FALLS,MINNESOTA,42,363,125644,363
THOMAS,WEST VIRGINIA,1,2,855,2
THOMASTON,CONNECTICUT,2,2,157,2
THOMASTON,GEORGIA,25,222,81043,222
THOMASVILLE,ALABAMA,11,66,19498,66
THOMASVILLE,GEORGIA,157,7181,1168611,7181
THOMASVILLE,NORTH CAROLINA,48,534,103558,534
THOMPSON FALLS,MONTANA,3,5,682,5
THOMSON,GEORGIA,21,289,71771,289
THOREAU,NEW MEXICO,1,1,2667,1
THORNDALE,PENNSYLVANIA,18,176,45592,176
THORNE BAY,ALASKA,1,1,510,1
THORNTON,COLORADO,84,451,71642,451
THORNTON,WEST VIRGINIA,2,2,928,2
THORNVILLE,OHIO,2,3,229,3
THORP,WISCONSIN,3,8,10879,8
THOUSAND OAKS,CALIFORNIA,267,8870,1430162,8870
THREE FORKS,MONTANA,1,2,3897,2
THREE RIVERS,MICHIGAN,23,118,34695,118
THROCKMORTON,TEXAS,2,9,9514,9
THROOP,PENNSYLVANIA,1,2,78,2
THURMONT,MARYLAND,6,14,2322,14
TICONDEROGA,NEW YORK,11,79,64490,79
TIERRA AMARILLA,NEW MEXICO,3,5,4880,5
TIFFIN,OHIO,44,687,240694,687
TIFTON,GEORGIA,143,5765,1395984,5765
TIGARD,OREGON,36,62,5382,62
TILDEN,NEBRASKA,2,4,196,4
TILLAMOOK,OREGON,30,199,61750,199
TILTON,NEW HAMPSHIRE,3,6,8947,6
TIMMONSVILLE,SOUTH CAROLINA,2,5,6242,5
TIMONIUM,MARYLAND,19,38,15418,38
TINLEY PARK,ILLINOIS,58,315,127163,315
TINTON FALLS,NEW JERSEY,47,235,65588,235
TIOGA,NORTH DAKOTA,3,13,3401,13
TIPP CITY,OHIO,7,9,720,9
TIPTON,INDIANA,17,145,92864,145
TIPTON,IOWA,6,20,4027,20
TIPTON,MISSOURI,1,1,76,1
TIPTON,PENNSYLVANIA,3,3,392,3
TIPTONVILLE,TENNESSEE,3,6,2380,6
TISHOMINGO,OKLAHOMA,12,61,29601,61
TITUSVILLE,FLORIDA,116,4531,1242862,4531
TITUSVILLE,PENNSYLVANIA,30,434,212292,434
TIVERTON,RHODE ISLAND,7,22,3679,22
TOA ALTA,PUERTO RICO,1,1,57,1
TOA BAJA,PUERTO RICO,7,11,686,11
TOBYHANNA,PENNSYLVANIA,4,8,1527,8
TOCCOA,GEORGIA,41,654,210132,654
TOKELAND,WASHINGTON,1,1,335,1
TOKSOOK BAY,ALASKA,2,2,85,2
TOLDEO,OHIO,2,2,1513,2
TOLEDO,IOWA,8,31,5167,31
TOLEDO,OHIO,936,51583,7797432,51583
TOLEDO,OREGON,1,1,26,1
TOLLAND,CONNECTICUT,8,9,4358,9
TOLLESBORO,KENTUCKY,2,2,1491,2
TOLUCA LAKE,CALIFORNIA,1,1,36,1
TOMAH,WISCONSIN,35,194,32929,194
TOMAHAWK,WISCONSIN,7,31,39916,31
TOMBALL,TEXAS,99,2602,677686,2602
TOMPKINSVILLE,KENTUCKY,16,80,49314,80
TOMS RIVER,NEW JERSEY,435,34552,4853382,34552
TONASKET,WASHINGTON,12,70,26569,70
TONAWANDA,NEW YORK,23,40,6017,40
TONEY,ALABAMA,2,2,218,2
TONGANOXIE,KANSAS,9,20,17205,20
TONKAWA,OKLAHOMA,1,1,197,1
TONOPAH,NEVADA,1,1,113,1
TOOELE,TENNESSEE,1,8,497,8
TOOELE,UTAH,41,321,61935,321
TOPEKA,INDIANA,1,1,1096,1
TOPEKA,KANSAS,561,33231,5074085,33231
TOPPENISH,WASHINGTON,22,89,18560,89
TOPSFIELD,MASSACHUSETTS,3,3,394,3
TOPSHAM,MAINE,12,46,7718,46
TOPTON,PENNSYLVANIA,3,5,3274,5
TORONTO,OHIO,3,6,1657,6
TORRANCE,CALIFORNIA,775,21232,2872070,21232
TORRANCE,PENNSYLVANIA,6,10,1572,10
TORRINGTON,CONNECTICUT,145,5530,1416250,5530
TORRINGTON,WYOMING,14,115,36432,115
TOTOWA,NEW JERSEY,11,19,1964,19
TOULON,ILLINOIS,1,1,116,1
TOWANDA,PENNSYLVANIA,26,188,39940,188
TOWAOC,COLORADO,3,6,946,6
TOWN AND COUNTRY,MISSOURI,1,1,124,1
TOWNSEND,GEORGIA,1,1,40,1
TOWNSEND,MASSACHUSETTS,2,2,205,2
TOWNSEND,MONTANA,3,7,3055,7
TOWNSHEND,VERMONT,15,78,56982,78
TOWNVILLE,PENNSYLVANIA,1,1,44,1
TOWSON,MARYLAND,374,4269,688542,4269
TOXEY,ALABAMA,2,2,735,2
TRACY,CALIFORNIA,98,1952,479969,1952
TRACY,MINNESOTA,4,7,1139,7
TRAER,IOWA,5,18,5222,18
TRAFALGAR,INDIANA,2,5,10552,5
TRAFFORD,PENNSYLVANIA,3,5,235,5
TRANSFER,PENNSYLVANIA,8,25,15012,25
TRAVELERS REST,SOUTH CAROLINA,9,23,5096,23
TRAVERSE CITY,MICHIGAN,553,25987,3385899,25987
TREMONT,ILLINOIS,4,13,13203,13
TREMONT,MISSISSIPPI,2,4,2476,4
TREMONTON,UTAH,10,33,7042,33
TRENT WOODS,NORTH CAROLINA,2,5,976,5
TRENTON,FLORIDA,5,11,11620,11
TRENTON,GEORGIA,4,8,1831,8
TRENTON,ILLINOIS,3,5,736,5
TRENTON,KENTUCKY,1,1,40,1
TRENTON,MAINE,4,6,270,6
TRENTON,MICHIGAN,54,514,113812,514
TRENTON,MISSOURI,16,141,91291,141
TRENTON,NEBRASKA,1,1,547,1
TRENTON,NEW JERSEY,175,3822,811005,3822
TRENTON,NORTH DAKOTA,2,2,164,2
TRENTON,OHIO,2,3,232,3
TRENTON,TENNESSEE,11,68,12957,68
TREVOSE,PENNSYLVANIA,5,6,971,6
TREXLERTOWN,PENNSYLVANIA,6,22,894,22
TRIBUNE,KANSAS,3,15,19721,15
TRINIDAD,COLORADO,17,104,34301,104
TRINITY,FLORIDA,55,563,109856,563
TRINITY,TEXAS,3,14,46511,14
TRION,GEORGIA,2,2,683,2
TRIPOLI,IOWA,1,2,98,2
TRIPP,SOUTH DAKOTA,2,4,405,4
TROPHY CLUB,TEXAS,2,2,161,2
TROTWOOD,OHIO,3,9,8114,9
TROUTDALE,OREGON,4,6,329,6
TROUTVILLE,VIRGINIA,2,2,160,2
TROY,ALABAMA,30,388,97171,388
TROY,ILLINOIS,2,3,264,3
TROY,KANSAS,3,6,1440,6
TROY,MICHIGAN,414,9592,1252235,9592
TROY,MISSOURI,32,323,99384,323
TROY,NEW YORK,182,4597,876389,4597
TROY,NORTH CAROLINA,10,56,18759,56
TROY,OHIO,97,2174,544092,2174
TROY,PENNSYLVANIA,13,96,38918,96
TROY,TENNESSEE,1,1,2090,1
TRUCKEE,CALIFORNIA,51,541,114915,541
TRUJILLO ALTO,PUERTO RICO,1,1,114,1
TRUMANSBURG,NEW YORK,5,13,1197,13
TRUMBULL,CONNECTICUT,126,2358,302582,2358
TRUSSVILLE,ALABAMA,4,4,789,4
TRUTH OR CONSEQUENCES,NEW MEXICO,15,77,51172,77
TRYON,NORTH CAROLINA,5,13,1107,13
TSAILE,ARIZONA,3,3,1363,3
TUALATIN,OREGON,108,1470,196607,1470
TUBA CITY,ARIZONA,61,222,66161,222
TUBAC,ARIZONA,1,1,326,1
TUCKAHOE,NEW YORK,6,7,3319,7
TUCKER,GEORGIA,75,393,122022,393
TUCSON,ARIZONA,1910,61567,6506147,61567
TUCUMCARI,NEW MEXICO,7,16,9342,16
TUKWILA,WASHINGTON,9,13,1515,13
TULALIP,WASHINGTON,2,2,286,2
TULARE,CALIFORNIA,52,713,234738,713
TULAROSA,NEW MEXICO,1,1,859,1
TULIA,TEXAS,7,61,31049,61
TULLAHOMA,TENNESSEE,100,2224,742267,2224
TULLY,NEW YORK,1,1,208,1
TULSA,OKLAHOMA,1628,68610,9282072,68610
TUMWATER,WASHINGTON,8,10,900,10
TUNKHANNOCK,PENNSYLVANIA,28,223,51958,223
TUOLUMNE,CALIFORNIA,2,2,144,2
TUPELO,MISSISSIPPI,341,20493,3619683,20493
TUPPER LAKE,NEW YORK,2,2,238,2
TURLOCK,CALIFORNIA,111,1762,318978,1762
TURNERS FALLS,MASSACHUSETTS,12,43,5403,43
TURNERSVILLE,NEW JERSEY,46,396,37078,396
TURTLE CREEK,PENNSYLVANIA,3,10,8038,10
TURTLE LAKE,NORTH DAKOTA,1,2,544,2
TUSCALOOSA,ALABAMA,366,21257,5536778,21257
TUSCOLA,ILLINOIS,6,23,7412,23
TUSCUMBIA,ALABAMA,1,1,47,1
TUSKEGEE,ALABAMA,3,3,242,3
TUSTIN,CALIFORNIA,40,107,13254,107
TUSTIN,MICHIGAN,2,4,1419,4
TUTTLE,OKLAHOMA,6,8,188,8
TUTWILER,MISSISSIPPI,2,4,7917,4
TWAIN HARTE,CALIFORNIA,1,1,71,1
TWIN FALLS,IDAHO,220,6660,1882651,6660
TWIN LAKES,WISCONSIN,1,1,31,1
TWIN VALLEY,MINNESOTA,3,8,3049,8
TWINSBURG,OHIO,7,8,4270,8
TWISP,WASHINGTON,6,18,10856,18
TWO HARBORS,MINNESOTA,9,48,22480,48
TWO RIVERS,WISCONSIN,35,387,79261,387
TYLER,MINNESOTA,3,14,15229,14
TYLER,TEXAS,739,52906,9387977,52906
TYLERTOWN,MISSISSIPPI,5,37,14390,37
TYNDALL,SOUTH DAKOTA,6,33,22945,33
TYRONE,GEORGIA,7,7,556,7
TYRONE,PENNSYLVANIA,12,38,19102,38
UBLY,MICHIGAN,1,1,278,1
UKIAH,CALIFORNIA,102,2393,553469,2393
ULEN,MINNESOTA,1,1,326,1
ULYSSES,KANSAS,8,35,8415,35
UMATILLA,FLORIDA,4,6,875,6
UNCASVILLE,CONNECTICUT,7,43,29992,43
UNDERWOOD,NORTH DAKOTA,2,4,1631,4
UNION,KENTUCKY,3,6,202,6
UNION,MISSISSIPPI,7,38,22027,38
UNION,MISSOURI,7,15,2118,15
UNION,NEW JERSEY,99,588,90337,588
UNION,OREGON,1,1,2712,1
UNION,SOUTH CAROLINA,14,98,59129,98
UNION,WEST VIRGINIA,6,21,14895,21
UNION BRIDGE,MARYLAND,1,1,29,1
UNION CITY,CALIFORNIA,4,4,813,4
UNION CITY,GEORGIA,5,5,127,5
UNION CITY,INDIANA,3,10,2371,10
UNION CITY,MICHIGAN,1,1,943,1
UNION CITY,NEW JERSEY,49,345,61298,345
UNION CITY,PENNSYLVANIA,3,4,594,4
UNION CITY,TENNESSEE,47,667,105310,667
UNION GAP,WASHINGTON,2,2,47,2
UNION GROVE,WISCONSIN,6,9,1305,9
UNION SPRINGS,ALABAMA,3,16,11301,16
UNIONDALE,NEW YORK,6,6,418,6
UNIONTOWN,ALABAMA,2,4,1423,4
UNIONTOWN,OHIO,32,51,14745,51
UNIONTOWN,PENNSYLVANIA,140,3239,701703,3239
UNIONVILLE,MISSOURI,3,15,6520,15
UNIONVILLE,TENNESSEE,1,1,124,1
UNIONVILLE,VIRGINIA,3,6,2315,6
UNITY,MAINE,3,12,7850,12
UNITY,NEW HAMPSHIRE,1,1,120,1
UNIVERSITY HTS,OHIO,1,1,24,1
UNIVERSITY PARK,FLORIDA,4,4,209,4
UNIVERSITY PARK,PENNSYLVANIA,4,4,1204,4
UNIVERSITY PLACE,WASHINGTON,16,37,10915,37
UPLAND,CALIFORNIA,182,5519,1046287,5519
UPLAND,INDIANA,1,1,1552,1
UPLAND,PENNSYLVANIA,107,3234,468591,3234
UPPER ARLINGTON,OHIO,35,110,14070,110
UPPER DARBY,PENNSYLVANIA,1,1,32,1
UPPER LAKE,CALIFORNIA,1,1,2429,1
UPPER MARLBORO,MARYLAND,9,14,1880,14
UPPER SANDUSKY,OHIO,23,169,82073,169
UPPER TUMON,GUAM,2,2,127,2
UPTON,MASSACHUSETTS,6,15,5804,15
URBANA,ILLINOIS,269,11036,2402265,11036
URBANA,IOWA,1,1,595,1
URBANA,OHIO,18,71,17629,71
URBANDALE,IOWA,27,98,6419,98
URBANNA,VIRGINIA,1,1,74,1
URIAH,ALABAMA,1,1,467,1
UTICA,MICHIGAN,3,3,279,3
UTICA,NEBRASKA,1,1,158,1
UTICA,NEW YORK,259,10557,2517418,10557
UTICA,OHIO,1,1,1094,1
UTUADO,PUERTO RICO,5,8,514,8
